,Time,User,Tweet,Location,Retweets
5865,2023-03-26 19:01:10+00:00,AwakeNowReady,"RT @Carbongate: Global warming has been put to bed. The Sun is cooling the climate.
Requiem for a dream Soundtrack
https://t.co/awKSV6rZ14…",Babylon,3
5866,2023-03-26 19:01:00+00:00,Logically_Left,"@_threadkiller_ @dcherring @mtaibbi Really? Then why is our country dumb AF about climate change? Please don't tell me the science has been wrong about that it. 

Yet we have at least have the country that doesn't know that global warming is something you learn about in elementary school.",,0
5867,2023-03-26 19:00:39+00:00,JohnK1234abcd,"@Blackha50073164 @wikiget2 @VivekGRamaswamy “Climate change” always happens. The issue is the “Global Warming” theory. And the average temperature record has does have much to do with extreme heat events, which I have been addressing.

The two graphs referenced clearly disagree with the extreme warming mantra associated… https://t.co/I4NLdzMIMO https://t.co/iZOAIxGShS","Santa Clara, CA",0
5868,2023-03-26 18:58:43+00:00,blulinemama,"Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/2FfEIWH8Y0","AJ, AZ",0
5869,2023-03-26 18:58:25+00:00,775_Cattle,"I don't know the answers to climate change and if its an issue that humas can address, but lemme say this....dealing with below average temperatures this winter for 60 of the last 67 days, global cooling is a way worse scenario than global warming","Mtn. City, NV",0
5870,2023-03-26 18:58:10+00:00,HansConser,"RT @Carbongate: Global warming has been put to bed. The Sun is cooling the climate.
Requiem for a dream Soundtrack
https://t.co/awKSV6rZ14…",InYourMind,3
5871,2023-03-26 18:57:56+00:00,TegoArcanaDei,"RT @MsAvaArmstrong: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/xT2P3gRZzN",Switzerland,81
5872,2023-03-26 18:57:41+00:00,Sandeep4Earth,"RT @UNFCCC: 🔵 Time
⚪️ to
🟡 flatten
🟠 the
🔴 curve

Our 🌎 has already warmed by about 1.2°C.

On today's #WorldMetDay, let's remember that ev…",Earth,874
5873,2023-03-26 18:57:23+00:00,TheThornBird,"@disclosetv Godless global warming religion aka as Climate Change, given an honorary doctorate in Theology. Ludicrous!","Cape Town, South Africa",0
5874,2023-03-26 18:57:14+00:00,sewardcoop,Did you know that farmworkers are at a considerably higher risk of death from heat-related illnesses than any other civilian worker? Many spend long hours under the increasingly hot summer sun due to the effects of climate change and global warming. https://t.co/LtQZAJcefy,"Minneapolis, MN",0
5875,2023-03-26 18:56:59+00:00,dghdavies,"RT @Carbongate: Global warming has been put to bed. The Sun is cooling the climate.
Requiem for a dream Soundtrack
https://t.co/awKSV6rZ14…",South East England ,3
5876,2023-03-26 18:56:38+00:00,Carbongate,"Global warming has been put to bed. The Sun is cooling the climate.
Requiem for a dream Soundtrack
https://t.co/awKSV6rZ14 https://t.co/x2fOfPAU41",scotland,3
5877,2023-03-26 18:56:11+00:00,OLightworker,"RT @EJinAction: Let the Hater’s hate &amp; Denier’s deny, because NASA says, “The vast majority of actively publishing climate scientists –97 p…",New York,87
5878,2023-03-26 18:55:56+00:00,JanLange15,"@Scott_Wiener ♦️First global cooling, then global warming. It seems the globalists at some point couldn't decide what to scare people with. Then they gave up and just started calling it Climate Change. #Scam https://t.co/WM19Y3xhXt",Gulf Coast 🌴 United States,0
5879,2023-03-26 18:55:52+00:00,KnotStafford,"RT @UNBiodiversity: Nature:
🌱 Slows global warming
🌱 Helps keep people safe from climate impacts

But we’re destroying it. Nature can conti…", S T A F F O R D S H I R E,132
5880,2023-03-26 18:55:41+00:00,trevorraynsford,"RT @ECOWARRIORSS: Do not listen to lies from deniers saying Earth is getting greener as a result of excess co2

Reality #climate 
Earth Sto…",UK,143
5881,2023-03-26 18:55:32+00:00,A_Doodle_Dad,"Now the ideology of the left is telling us that within the next decade this is what the United States will look like due to climate change.

It won't be global warming that causes this.

It will be the ocean of tears from liberals when Trump is NOT indicted. https://t.co/zR8RFsKlTM","Colorado, USA",0
5882,2023-03-26 18:55:22+00:00,Cricendulkar,@TweetinderKaul Climate change. Global warming.,Jharkhand ,0
5883,2023-03-26 18:54:07+00:00,Dallas34207916,"@AlexPadilla4CA Everyone agrees that climate change does exist the climate is always changing  from day to day, month to month, year to year. What scientists don’t believe in the global warming hoax cult that you and your ilk use to remove more of our rights. More glum and doom fro our jester.",,0
5884,2023-03-26 18:53:56+00:00,Escrimakeith,"@ClownWorld_ Nope , sorry 
I'm gonna keep cooking steak 

Screw the ozone layer 
Bring on global warming or climate change or whatever it'll be called next month 
I might actually get a tan then 
With me pasty white Irish arse https://t.co/iNnigjgW1Y",Ireland,0
5885,2023-03-26 18:53:51+00:00,JanLange15,"@RNCResearch ♦️First global cooling, then global warming. It seems the globalists at some point couldn't decide what to scare people with. Then they gave up and just started calling it Climate Change. #Scam https://t.co/sbx0iIV8Ft",Gulf Coast 🌴 United States,0
5886,2023-03-26 18:52:49+00:00,JanLange15,"@RNCResearch ♦️First global cooling, then global warming. It seems the globalists at some point couldn't decide what to scare people with. Then they gave up and just started calling it Climate Change. #Scam https://t.co/nkD4FW9EKR",Gulf Coast 🌴 United States,1
5887,2023-03-26 18:52:16+00:00,MMCBELL,"Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/ndWJjnARTr",The Republic of Texas,9
5888,2023-03-26 18:51:24+00:00,roblwilson,"RT @fwn_science: ""The world’s nations must together cut greenhouse-gas #emissions 60% by 2035 to limit warming to 1.5°C over preindustrial…",Scotland,898
5889,2023-03-26 18:50:25+00:00,Carbongate,"Both poles are icebound with heat confined to the tropics. There is no global warming or climate emergency.
Arctic Monkeys - Do I Wanna Know? (Official Video)
https://t.co/ABIrNwHQQl https://t.co/sF2oiX8Sko",scotland,2
5890,2023-03-26 18:50:02+00:00,ClimateTreaty,Brewing climate change? What your morning joe means for a warming world - Global News https://t.co/u8KkHWapaG,USA,0
5891,2023-03-26 18:49:32+00:00,1E3689,"@epSos_de @slashdot I do not agree or disagree. Climate change is obvious (doesn't require satelite data), while global warming is not obvious. Thus I can or cannot believe their measurements being accurate and covering the whole globe",💙🤍❤️,0
5892,2023-03-26 18:49:25+00:00,Ronnymalone3,"Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/0A5id5oah9 via @BreitbartNews",,1
5893,2023-03-26 18:49:20+00:00,arweiss12053,"Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/PUY5Uk9YoW","Florida, USA",1
5894,2023-03-26 18:48:51+00:00,SmoothOp7777,"@d_prishpreed @unusual_whales 😂😂😂 Global warming isn’t even in the top 10 threats to humanity.   WW3, pandemics, asteroid impact, etc… Global climate change isn’t even on the list.","Boulder, CO",0
5895,2023-03-26 18:48:34+00:00,Pham11026218,"@VivekGRamaswamy The second the government stops funding climate research, global warming/global cooling/climate change goes away.",,0
5896,2023-03-26 18:48:30+00:00,FFFAfrica54,RT @WildHeartKenya: Young people are the ones who will have to leave with the consequences of global warming and its already having an impa…,Africa ,26
5897,2023-03-26 18:48:07+00:00,imapedestrian,It’s why they changed terms from global warming to climate change. https://t.co/7KBZaZIGGg,"Carlsbad, CA",0
5898,2023-03-26 18:47:28+00:00,ExSgtMike,RT @TerryRyland: @catranchdream @SJWilliams123 I’m in the hoax camp. 30 year practicing environmentalist retired. Why was the name changed…,,52
5899,2023-03-26 18:47:19+00:00,ADAMVANDIVER5,Democrats do so much gas lighting I think think they are responsible for global warming. Politics are destroying our nation. This is what happens when you dont limit government. Climate change,frost tx,0
5900,2023-03-26 18:45:56+00:00,IanTPaul,"RT @fwn_science: ""The world’s nations must together cut greenhouse-gas #emissions 60% by 2035 to limit warming to 1.5°C over preindustrial…",,898
5901,2023-03-26 18:45:28+00:00,meatybigone,"Global warming is a lie!  Climate change is a lie! Normal people understand that mother nature does what she wants, regardless of us.",,0
5902,2023-03-26 18:45:02+00:00,sally_tanner,"RT @judyannaggie: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/owf0Qnpsbv",,9
5903,2023-03-26 18:44:55+00:00,mjguerrapalmero,"RT @fwn_science: ""The world’s nations must together cut greenhouse-gas #emissions 60% by 2035 to limit warming to 1.5°C over preindustrial…",http://redfilosofia.es/,898
5904,2023-03-26 18:44:44+00:00,PallidusEques00,"@itstraderchuck @gaeggsnaase @TheEconomist We’ve been on the edge of disaster from global warming, er, I mean climate change, or is it possibly global climate variability, for over 30 years. Give it up- the climate scam is over. Snd I’ll skip the tofu- it gives you moobs.",,1
5905,2023-03-26 18:44:39+00:00,lars11222,"Keep your stove; gas guzzler too Now that's what I'm talking about
Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/WqcOxRZpzO via @BreitbartNews",,0
5906,2023-03-26 18:44:17+00:00,wnc540,"@MikeHudema First it was “Global Cooling” and World would end in 10 years. Oops, that didn’t work out or happen so the “Hoaxers” switched to “Global Warming” and the World would end in 10 years. Another Oops. Now it’s “Climate Change” and that 10 year deadline passed. It is a scam!!","Lima, OH",0
5907,2023-03-26 18:43:14+00:00,MonypenyDavid,"Truth Finally: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/XlhFyfeDfK","Bartlett, TN",0
5908,2023-03-26 18:42:28+00:00,GoodKindHappy,"Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/gjfTratKp7",S. California,0
5909,2023-03-26 18:41:20+00:00,booboo_burner,"RT @drogon_dracarys: “Monarch butterflies are known as experts of climate adaptation, but it’s becoming much harder for them as global warm…",Up my own ass,1
5910,2023-03-26 18:39:43+00:00,PeterCorneliou1,"Stopped watching Countryfile a long time ago. Too political by far, many of the presenters are the voice of doom! One in particular can’t say a sentence without climate change or global warming. https://t.co/4Epz46IGA2",,0
5911,2023-03-26 18:39:14+00:00,thetroublemag,"@sjmmcd @thenation @Matthuber78 @jacobin @KateAronoff @newrepublic @inthesetimesmag ++ reporting:
https://t.co/qevbuUl7k3",,0
5912,2023-03-26 18:38:35+00:00,cmerchea,"RT @Tuberoot: @GioBruno1600 I think man-made Covid virus and man-made Covid ""vaccines"" killed more people than man-made Climate Change, wha…",,5
5913,2023-03-26 18:38:11+00:00,cmerchea,RT @astronomy89: @GioBruno1600 Isn't it weird how the SOCIALIST claims that climate change is the biggest threat to human survival and can…,,7
5914,2023-03-26 18:38:00+00:00,drogon_dracarys,"“Monarch butterflies are known as experts of climate adaptation, but it’s becoming much harder for them as global warming and logging hurt habitats where they breed and spend the winter.” https://t.co/XuRwVS1dcB",Flying around USA,1
5915,2023-03-26 18:36:00+00:00,RedStormRaising,"A voice of reason in the Forrest of climate change cult hysteria!  

Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/HNTbrJIdZh",Western United States ,0
5916,2023-03-26 18:35:27+00:00,bee5567,"RT @fwn_science: ""The world’s nations must together cut greenhouse-gas #emissions 60% by 2035 to limit warming to 1.5°C over preindustrial…",Planet Earth ,898
5917,2023-03-26 18:34:42+00:00,BattleofWolf359,"If the whole Anglosphere and the E U were to shut down completely, its impact on climate would be negligible. The rest of the world is going to continue and they’re now dominating emissions. So our actions will do nothing about climate.
https://t.co/rtQT9rD1Vt",Somewhere in the Mojave Desert,0
5918,2023-03-26 18:33:47+00:00,woodstate_22,"@MikeHudema Even James Lovelock has retracted and redacted most of his domesday predictions of global warming from the 1970’s. Obviously the planet has been set on fire as he predicted it would by the year 2000.  Climate Change has become a cult, no longer science.",,0
5919,2023-03-26 18:33:00+00:00,Sudesh_3,"RT @UNBiodiversity: Nature:
🌱 Slows global warming
🌱 Helps keep people safe from climate impacts

But we’re destroying it. Nature can conti…","HTI,Kandhamal,Odisha,India",132
5920,2023-03-26 18:32:34+00:00,bojwilnotsilncd,@Independent_ie Where is this ClimateChange™ Global Warming is ❄️ outside it's not rising by 1c that the €reen dictatorship are so afraid of but in reality we are been robbed by the €reen party and they are trying to restrict out lives with the climate crisis lies,,0
5921,2023-03-26 18:32:12+00:00,dirtknap,"""...climate alarmism “is exploiting people’s ignorance to promote fear and use it as a lever.”

Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/5wL4F8fIuo via @BreitbartNews","Florida, Maine, New York, and TEXAS",4
5922,2023-03-26 18:32:11+00:00,Ptolo2S,"@ZLabe You do realize these aren't the only climate drivers, right?We are in a warm interglacial period. CO2 and other GHGs have been far higher than today. The IPCC is paid to find proof of manmade global warming. It's all about control, my friend. Open your eyes.",Psst! Right behind you...,0
5923,2023-03-26 18:32:08+00:00,EC_Kosters,"RT @UNFCCC: 🔵 Time
⚪️ to
🟡 flatten
🟠 the
🔴 curve

Our 🌎 has already warmed by about 1.2°C.

On today's #WorldMetDay, let's remember that ev…","Esoqwatik, Mi'kma'ki (Canada)",874
5924,2023-03-26 18:31:48+00:00,JCBliss,"""Ban AC for DC: If our rulers think global warming is a crisis, let them be a good example. We won two world wars w/o air conditioning our federal employees. Nothing in their performance over the last 50 or 60 years suggests that A/C has improved things.""

https://t.co/UTQzee21Ce",Southern California,0
5925,2023-03-26 18:31:34+00:00,BenEJohnson2,@PeterSweden7 That's why they changed to threat from global warming to climate change. This way no matter what it's a threat.,'burbs of Pittsburgh,0
5926,2023-03-26 18:30:42+00:00,TomClar95528929,"Well, it looks like John Kerry and Al Gore's plan to brainwash America's youth and scare hell out of them on global warming is working.

Asheville Citizen-Times
Opinion
Opinion: 18-year-olds to Chuck Edwards: We demand action on climate change, gun violence",,0
5927,2023-03-26 18:29:43+00:00,icandosocanu,"@Snigglewhip @FD2you @DawnTJ90 @JunkScience @IPCC_CH Denial
https://t.co/LUO98QEmVC

https://t.co/bViwDhZ5cB and https://t.co/ezmyWsfhh1

https://t.co/TVme3phnLf

https://t.co/kNRDRTO262

https://t.co/PPyLy4RGhR

https://t.co/7siub2e7gO","York, England",0
5928,2023-03-26 18:29:17+00:00,MarcyP1248,"RT @LarryTaunton: China virus
China virus variants
Variants of the China virus variants
Climate change
Carbon emissions
Cattle methane
Indu…",,155
5929,2023-03-26 18:28:24+00:00,JakeLuonto,"RT @UNBiodiversity: Nature:
🌱 Slows global warming
🌱 Helps keep people safe from climate impacts

But we’re destroying it. Nature can conti…",Finland,132
5930,2023-03-26 18:28:23+00:00,RJrs3n927,"Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says #climatechange https://t.co/bHzv7pJaN8",,0
5931,2023-03-26 18:26:55+00:00,Lamont66C,Scientists Shifting Global Warming Goalposts to 1.8-1.9C? https://t.co/D4Lv4wsGgs,,0
5932,2023-03-26 18:26:53+00:00,CSPGross,Scientists Shifting Global Warming Goalposts to 1.8-1.9C? https://t.co/MW8PMwrJdJ,,1
5933,2023-03-26 18:26:48+00:00,Rick05487463,"@MikeHudema @ChristianAslund Time to panic, again, and again, and again. It used to be an imminent ice age, then global warming, now climate change because you kept getting it wrong.",,0
5934,2023-03-26 18:24:44+00:00,ohhhhhh_canada,"Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/BWRuhBsihJ",Canada ,1
5935,2023-03-26 18:22:52+00:00,aboydvz,"Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/JkRojZUXSz via @BreitbartNews","Elkton, MD",0
5936,2023-03-26 18:22:39+00:00,CosnerKathy,"RT @PrestageFin: @GioBruno1600 Do you know that at 1 point in time, way before human colonization, it didn't rain in California for 140 yea…","Pasadena, MD",2
5937,2023-03-26 18:22:18+00:00,GeorgeR04407818,@MikeHudema How very convenient to only use a short period of time in relation to the age of the earth.  The Great Lakes were formed by glaciers before time age of Man.  Global warming melted those glaciers before man had any impact on the climate. Wake up increase your horizons!,,0
5938,2023-03-26 18:22:14+00:00,sarah15381,"RT @UNBiodiversity: Nature:
🌱 Slows global warming
🌱 Helps keep people safe from climate impacts

But we’re destroying it. Nature can conti…",London UK,132
5939,2023-03-26 18:21:59+00:00,Gribblewitz,"Nice to see some “diversity” in thought.                                     Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/PjydhWvRJW",,0
5940,2023-03-26 18:20:17+00:00,Wood757VA,"Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/Pbjc1Bgu0s","Hampton, VA",0
5941,2023-03-26 18:19:41+00:00,Christo33231075,"Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/1WDVESAQYO via @BreitbartNews",Earth,0
5942,2023-03-26 18:19:02+00:00,climate_fact,RT @JCStonato: @DavidElvidge6 @climate_fact @ZLabe Nice chart. It seems no matter how much information you put before the #ClimateScam zeal…,,1
5943,2023-03-26 18:18:48+00:00,JCStonato,"@DavidElvidge6 @climate_fact @ZLabe Nice chart. It seems no matter how much information you put before the #ClimateScam zealots regurgitating a constant stream of #ClimateEmergency #fake science, they just won’t budge. Meanwhile, in frigid Alberta, we’re praying for global warming so our winters won’t be so cold 😎",,1
5944,2023-03-26 18:16:24+00:00,HelloGo36638419,@goddeketal I don't get how do you explain the extreme weather shifts in the past and still believe in climate change?! Which was global warming before that and another ice age before that. Climate change will happen. It happened before humans.,,0
5945,2023-03-26 18:16:19+00:00,_mr_rescue,"@AYOMITIDE112 @atansi @UduijeChristian @DefenseNigeria Western countries don't give a fuck about climate change

That actually contribute to majority of global warming, Africa as a whole don't contribute up to 10%

Leave propaganda the guys are way ahead

I do know each of the top presidential candidates has western affiliation",,0
5946,2023-03-26 18:15:44+00:00,LJBgarbo,"RT @MsAvaArmstrong: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/xT2P3gRZzN","Orlando, FL.       ",81
5947,2023-03-26 18:13:35+00:00,usacit1970,"RT @MsAvaArmstrong: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/xT2P3gRZzN",USA,81
5948,2023-03-26 18:13:20+00:00,mil2theHill,@NashvilleTea Because they are groomed from a young age. Back when I was in school we were all going to die because of GLOBAL COOLING and the pending Ice age. 20 short years later it's GLOBAL WARMING. Now they can’t make up their collective minds so it's climate change.,"Milwaukee, WI",0
5949,2023-03-26 18:13:17+00:00,JohnDen98975832,"Do nothing about the climate but be resilient.
5 degree change in a century?
Pfft.
Midwesterners cope with 40 degree changes in a day!

https://t.co/MOM7pLwvK9",,0
5950,2023-03-26 18:11:14+00:00,whutsup9,"Absolutey! They are ruining
It by trying to control
Natue!
https://t.co/dDCKuoCN4P","Texas, USA",0
5951,2023-03-26 18:10:57+00:00,SoumiaMas,"RT @UNBiodiversity: Nature:
🌱 Slows global warming
🌱 Helps keep people safe from climate impacts

But we’re destroying it. Nature can conti…",,132
5952,2023-03-26 18:10:20+00:00,GeorgeDMaNc,"RT @tdwilliamsrome: Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/FVDtZZxXeM via @BreitbartNews",N Topsail Island,2
5953,2023-03-26 18:10:19+00:00,FbiCorrupt,@FPWellman It's global warming I just know it ask all the climate change experts,"Town and Country, MO",0
5954,2023-03-26 18:09:10+00:00,Roussillon,"Keep your insect food. Also, the number of times you mention ""climate change"" and ""global warming"" is becoming tedious. This is student drinking game fodder. #DefundtheBBC #countryfile","ÜT: 54.710833,-5.832082",1
5955,2023-03-26 18:08:31+00:00,Gretti2u,"RT @MsAvaArmstrong: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/xT2P3gRZzN","Indiana, USA",81
5956,2023-03-26 18:07:58+00:00,SophiaKianni,"‼️ UN Chief warns that Climate change is making Earth ‘uninhabitable’

“Every year of insufficient action to keep global warming below 1.5 degrees Celsius drives us closer to the brink, increasing systemic risks and reducing our resilience against climate catastrophe""-Guterres.",,2
5957,2023-03-26 18:07:57+00:00,BornOnTheBayou9,"RT @goddeketal: #1 Just like during COVID, data is being manipulated when it comes to climate change. The climate cult claims that global w…",,2067
5958,2023-03-26 18:07:13+00:00,EoghanCasey11,@TheEconomist So which is it now global warming or climate change?,,0
5959,2023-03-26 18:06:23+00:00,bee_one_bees,"@merylbatchelder @pearson Make it educational as well as practical fun. This programme not only fully covers the Carbon cycle, global warming BUT also captures Carbon directly from the classroom https://t.co/pcQcp8iAyd.  Will feature in TES and other media over the coming months.","Neath, Wales",2
5960,2023-03-26 18:05:42+00:00,MichaelCromerWX,"It's funny how climate activists TRY to make predictions, and then usually end up blowing it.  Yes, global warming is REAL, but it isn't rapid enough for panic.  🤦‍♂️ #wxtwitter","Memphis, TN",0
5961,2023-03-26 18:05:07+00:00,Lovemyanimals68,"@Macsbooks1 @BernieSpofforth Are you kidding me! For 4 decades I’ve been hearing we are going to die because of climate change/global warming and we are still here! The climate has always changed, it’s part of Mother Nature and there is nothing that man can do to change that. We are not God!",,0
5962,2023-03-26 18:04:45+00:00,jeese241,"Settled science strikes again!

Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/pLH5VbqHP1",United States,0
5963,2023-03-26 18:04:01+00:00,Philome31452484,"RT @dkgriff187: @GioBruno1600 global warming/ climate change or what ever it is this week, is a scam and all know it even those pushing it,…","Smithtown, NY",2
5964,2023-03-26 18:03:50+00:00,w_tanner9,"RT @MsAvaArmstrong: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/xT2P3gRZzN","Florida, USA",81
5965,2023-03-26 18:03:46+00:00,WodgerWed,"RT @fwn_science: ""The world’s nations must together cut greenhouse-gas #emissions 60% by 2035 to limit warming to 1.5°C over preindustrial…","Edinburgh, Scotland",898
5966,2023-03-26 18:02:49+00:00,YManCyberDude,"Best Response to #GlobalWarming Is Do ‘Nothing,’ MIT Climate Prof Says … 

#ClimateChange … 

 → https://t.co/26v40OF9y7 ←","Little Rock, AR",0
5967,2023-03-26 18:02:25+00:00,streifel_v,"RT @judyannaggie: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/owf0Qnpsbv",Texas,9
5968,2023-03-26 18:01:32+00:00,River_City,"Amen! 

Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says #ClimateCult #ClimateScam  https://t.co/EjuiHbi5Xh",Iowa,0
5969,2023-03-26 18:01:06+00:00,_tumbal_,"@_Agenda2030 I mean ""global warming"", not "" climate change"", so the warming would melt the ice.

My theory is that the elites create this climate chaos deliberately in order to create NWO totalitarian system.",,0
5970,2023-03-26 18:00:41+00:00,9Yaaii_Boranaa,"RT @fwn_science: ""The world’s nations must together cut greenhouse-gas #emissions 60% by 2035 to limit warming to 1.5°C over preindustrial…",,898
5971,2023-03-26 18:00:32+00:00,Startell3,"RT @judyannaggie: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/owf0Qnpsbv",,9
5972,2023-03-26 17:58:51+00:00,pauljimerson,@Climageddon documents climate science proving &amp; explaining our accelerating climate change emergency. It explains the 20 worst global warming consequences and the 11 most dangerous global warming tipping points. https://t.co/dOXlW4capv | #RunawayGlobalHeatingExtinctionEmergency,Central Coast California,0
5973,2023-03-26 17:58:42+00:00,Climageddon,@Climageddon documents climate science proving &amp; explaining our accelerating climate change emergency. It explains the 20 worst global warming consequences and the 11 most dangerous global warming tipping points. https://t.co/tGoDnBZ2VG | #RunawayGlobalHeatingExtinctionEmergency,"California, USA",0
5974,2023-03-26 17:58:15+00:00,TedAbram1,"One thing I think we can safely predict. If 1.8-1.9C global warming is unequivocally breached, I doubt we will see any climate damage, but we can expect a massive rise in climate gobbledygook and double think. https://t.co/anRMx61jXU via @IowaClimate","Klamath Falls, Oregon",0
5975,2023-03-26 17:57:38+00:00,KeithiaXr,"Can climate change be stopped while fossil fuel capitalism remains the dominant system? What has to be done and what has to change to avoid the worst-case consequences of global warming?

📸 Keithia Grant 

https://t.co/ox2RhwicFt https://t.co/oQOYXsqPKZ","London, England",0
5976,2023-03-26 17:57:37+00:00,JamesPPinkerton,"“if the whole Anglosphere and the European Union were to shut down completely, bury all industrial activity so we don’t generate CO2 … its impact on climate would be negligible.”
https://t.co/WwcH4HXI10 via @BreitbartNews",Washington DC,4
5977,2023-03-26 17:57:25+00:00,SumSol44,"Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/WEQuwlqvfA","Arizona, USA",0
5978,2023-03-26 17:56:52+00:00,NichoHoward,"RT @jeremycorbyn: We must replace a system that rewards polluters with profit with one that puts our lives and planet first.

Read and shar…",Manchester,976
5979,2023-03-26 17:56:09+00:00,Pablosfingers,"Que the cancelation 
 Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/RWlvNtszz8 via @BreitbartNews",turdville,0
5980,2023-03-26 17:55:40+00:00,pauldug59118129,"@disclosetv It was Global Warming but now
All in the name of
Climate Change haha
Watch as John Coleman, the founder of the Weather Channel, debunks climate change AND MAKES A FOOL OF BRIAN STELTER in 2 minutes😳🤣

 https://t.co/v1ymUkRl8D","Franklin, TN",0
5981,2023-03-26 17:52:43+00:00,maltese_fan1,@WallStreetSilv I do find that funny all this talks of global warming. is there an issue maybe. But when these advocates buy beach front properties. fly on jets and cars that admit more CO2 than citizens and other bs. is like hmm. really climate change.,,0
5982,2023-03-26 17:52:23+00:00,pavdra64,"RT @MsAvaArmstrong: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/xT2P3gRZzN",United States,81
5983,2023-03-26 17:51:35+00:00,JoanneeNL,"RT @fwn_science: ""The world’s nations must together cut greenhouse-gas #emissions 60% by 2035 to limit warming to 1.5°C over preindustrial…",,898
5984,2023-03-26 17:51:31+00:00,DawnWhistler711,"@ECOWARRIORSS ""This mechanism represents a supplementary - natural - contribution to climate change in the present epoch and may even be the dominant fundamental cause of global warming, although anthropogenic effects surely play a role too.""

https://t.co/KwGFYDHYHK

At some point, learn more","Washington, USA",0
5985,2023-03-26 17:51:02+00:00,LJT44470076,@BruceWolfChi @BillWeirCNN Wasn’t that goof a WGN sports guy ? WTF qualifies him to tell us about global warming / climate change anymore than me ?,,0
5986,2023-03-26 17:50:55+00:00,huntizzle88,@disclosetv Climate Crisis/Global Warming is the grift that keeps on grifting.,,0
5987,2023-03-26 17:49:57+00:00,JanABur43699092,RT @GovtsTheProblem: Colorado is currently at near record high statewide snowpack despite all the Democrat climate alarmism telling us ther…,"Lakewood, Co.",72
5988,2023-03-26 17:49:46+00:00,RickAus06736568,"@goddeketal @ABDanielleSmith &amp; @PierrePoilievre 
Global warming is #WEF Marxist control plan
Cut ALL carbon taxes
Global warming not scientifically confirmed. C02 is life gas
Drop all steps to disastrous Net Zero! 
There is No Climate Emergency-World Climate Declaration @AlexEpstein",,0
5989,2023-03-26 17:48:32+00:00,RickAus06736568,"@AlexEpstein @peterthiel @ABDanielleSmith &amp; @PierrePoilievre 
Global warming is #WEF Marxist control plan
Cut ALL carbon taxes
Global warming not scientifically confirmed. C02 is life gas
Drop all steps to disastrous Net Zero! 
There is No Climate Emergency-World Climate Declaration @AlexEpstein",,0
5990,2023-03-26 17:48:05+00:00,freedom10199,"Best Response to Global Warming Is Do ‘Nothing,’ MIT Climate Prof Says https://t.co/HKRyO7HITP via @BreitbartNews",,0
5991,2023-03-26 17:45:22+00:00,csharpsteen1,"RT @YaleClimateComm: According to ""Climate Change in the American Mind: Politics &amp; Policy,"" 75% of registered voters support providing tax…","Salt Lake City, UT",4
5992,2023-03-26 17:44:58+00:00,arlandwilman,RT @NatureClimate: Second Article: Global warming overshoots increase risks of climate tipping cascades in a network model. Nico Wunderling…,Earth,6
5993,2023-03-26 17:44:57+00:00,Rich_Cranium4,"RT @Rich_Cranium4: Best Response to Global Warming Is to Do ‘Nothing,’ MIT Climate Scientist Says https://t.co/BQFZGXoMJw",,1
